created_at,text
Sun Sep 20 00:32:18 +0000 2020,"Eu não rvo pra ter filho, eu acho que morro do coração, minha mãe tá com febre e eu já medi a temperatura 5x em m… ://t.co/9GwZbPGVKK"
Sun Sep 20 00:32:19 +0000 2020, @portaldoholanda: Bral tem 136.532 mortes pela covid-19  ://t.co/QWkQ4FP7ww ://t.co/myPjXL8SH4
Sun Sep 20 00:32:19 +0000 2020, @blanchetheron: a bunda
Sun Sep 20 00:32:20 +0000 2020,orgulho dos serviços essenciais
Sun Sep 20 00:32:20 +0000 2020," @Danielmarks55: Eu e meus caras jogamos a versão caseira de Among us todos juntos e mentimos, todos no mesmo cômodo. (Ps:Antes da quaren…"
Sun Sep 20 00:32:20 +0000 2020,"Quarentena dia?
Conheci um terraplanista! ://t.co/doCVCYE0zV"
Sun Sep 20 00:32:20 +0000 2020, @PedraTitto: Perfeito ! ://t.co/FPZhedG63j
Sun Sep 20 00:32:21 +0000 2020,"Selca day chegando e eu nem tenho foto pra esse evento, desde que a quarentena começo eu não tirei mais nem uma fot… ://t.co/eJmgNen3PR"
Sun Sep 20 00:32:21 +0000 2020,"@sccpdudinha Cara se tu embalar a primeira semana ja era,a segunda semana pra frente tu ja se acostuma tlgd
Agora s… ://t.co/WNKSelRgZa"
Sun Sep 20 00:32:22 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:32:22 +0000 2020,"É, meus amigos, não sairemos tão cedo da quarentena... E PELO AMOR DE DEUS, ALGUEM PODE PARAR A CHINA?????"
Sun Sep 20 00:32:23 +0000 2020," @dw_bral: País registrou mais 739 mortes nas últimas 24 horas, elevando total para 136.532.

://t.co/LjPEvJYuze"
Sun Sep 20 00:32:24 +0000 2020, @JornalOGlobo: Média móvel de mortes por Covid-19 cresce pelo 2º dia seguido no Rio ://t.co/CdinbbauHk
Sun Sep 20 00:32:24 +0000 2020," @atsudeviI: quarentena dia 18323

eu tô começando a achar que esse cara aqui é o kageyama será que é só impressão??? ://t.co/pBqoxk…"
Sun Sep 20 00:32:24 +0000 2020,"@analoginha @wtfannx é tudooo, pós-quarentena tem que rolar"
Sun Sep 20 00:32:25 +0000 2020,"@SemEssaPh @Jauum2511 More, enquanto eu jogo bisca com meus amigos na praça &gt;DESEA&lt;, tem muita gente que tá indo… ://t.co/hR4ds0Qp9S"
Sun Sep 20 00:32:26 +0000 2020,"@ovandijrr Faça isso, é ótimo. Aquições da quarentena... ://t.co/BnL3RCGvMO"
Sun Sep 20 00:32:26 +0000 2020," @Estadao: Com mais de 136 mil vidas perdidas, Bral registra média móvel diária de 756 mortes por covid-19 ://t.co/2YwvaymtW8"
Sun Sep 20 00:32:27 +0000 2020, @blanchetheron: a bunda
Sun Sep 20 00:32:27 +0000 2020,Sem aglomeração dentro do meu carro
Sun Sep 20 00:32:29 +0000 2020,acho q só a galera q namora tá conseguindo lidar com essa quarentena
Sun Sep 20 00:32:29 +0000 2020,"@Jeffers70970255 @lfcarr @glei Se for provado será a rachadona pika das galáxias,como se costuma dizer no Rio de janeiro."
Sun Sep 20 00:32:29 +0000 2020," @cesarfeltrinn: Tem comunidades no Rio de Janeiro que é proibido se reunir em casa para rezar o Terço.
Existe diversos grupos de bandido…"
Sun Sep 20 00:32:30 +0000 2020,nossa se eu era ruim de socializar antes da quarentena imagina agr arrrrrr
Sun Sep 20 00:32:30 +0000 2020,na bundinha por favor
Sun Sep 20 00:32:31 +0000 2020,@fvmads vai no médico vei
Sun Sep 20 00:32:31 +0000 2020," @erikakokay: Você sabia? 

Todos os braleiros usam o SUS, mesmo sem saber. O SUS não é só atendimento médico. É vigilância sanitária,…"
Sun Sep 20 00:32:32 +0000 2020, @senadorhumberto: Quem devia dar o exemplo para o resto do país promove aglomeração e nem máscara usa ://t.co/w4ebFVTopq
Sun Sep 20 00:32:32 +0000 2020,"@Theus_Alves29 Acabou a quarentena, nós: ://t.co/wRNZgxGapg"
Sun Sep 20 00:32:33 +0000 2020," @valoreconomico: País tem 136.532 mortes por covid-19, diz governo
://t.co/WQYwC2Hqa7"
Sun Sep 20 00:32:33 +0000 2020,@Wattdadepressao Nada mais agoniante do que você descobrir que seu crush também gosta de você justamente na primeira semana de quarentena...
Sun Sep 20 00:32:34 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:32:36 +0000 2020,"tá tendo alguma festa na cidade e eu não tô sabendo?

parece que a vacina chegou pra (alguns de) ritápolis"
Sun Sep 20 00:32:36 +0000 2020, @sapphodrosera: meu deus se os cientistas soubessem a vontade q eu to de beijar na boca a vacina saía amanhã
Sun Sep 20 00:32:37 +0000 2020,eu amo como minha cabeça funciona mplesmente do nada vem 5 roteiros e eu preciso pausar tudo e sentar pra escreve… ://t.co/brkp1RSy1r
Sun Sep 20 00:32:37 +0000 2020, @sapphodrosera: meu deus se os cientistas soubessem a vontade q eu to de beijar na boca a vacina saía amanhã
Sun Sep 20 00:32:37 +0000 2020, @gazetadopovo: Ministério da Saúde registra 739 mortes por Covid-19 em 24h. Total chega a 136.532 ://t.co/IiJyjLmTZJ
Sun Sep 20 00:32:38 +0000 2020,"Call com meu amigo Vini ontem
Eu: plena sexta feira e eu vou dormir as 20h, a decadência
Vini:... Mas nem é como se… ://t.co/8QB8Jzodnc"
Sun Sep 20 00:32:38 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:32:40 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:32:40 +0000 2020,@Meikoffe_ eu corro! E muito!
Sun Sep 20 00:32:41 +0000 2020,Mano do ceu mas la nos restaurante do Araxá tão distribuindo a vacina so pode pq o peso de gente q tinha la puta merda
Sun Sep 20 00:32:41 +0000 2020," @TGANASTACIO: Como e quando Bolsonaro cairá?
Com a vacinação que permitirá as greves gerais e mobilizações de milhões nas ruas, sem band…"
Sun Sep 20 00:32:41 +0000 2020," @itimaliasof: O dono de um pequeno mercado dá comida a cachorros de rua durante a quarentena.

Eles esperam anosamente que o bondoso h…"
Sun Sep 20 00:32:41 +0000 2020," @JotaInfo: PANDEMIA: @minsaude registra 739 mortes por Covid-19 e 33.057 novos casos no balanço diário, com dados enviados pelos estados…"
Sun Sep 20 00:32:42 +0000 2020,"Ontem uma rua em porto tava LOTADA de gnt bebendo, essa merda de quarentena vai estender até ano que vem se ngm res… ://t.co/PyjZZprZ4a"
Sun Sep 20 00:32:42 +0000 2020,"Se eu e a minha namorada vos provocamos azia ou enjoos procurem o vosso médico ou farmacêutico porque nós não vamos parar!
🤍"
Sun Sep 20 00:32:42 +0000 2020,Isto é o meu emprego de sonho. Melhor só estar em campo.
Sun Sep 20 00:32:42 +0000 2020, @blankplaces13: PRECISAMOS FALAR SOBRE O QUE CRIVELLA E A DIRETORIA DO FLAMENGO ESTÃO FAZENDO NO RIO DE JANEIRO! Não satisfeitos com tod…
Sun Sep 20 00:32:42 +0000 2020,"@Alextrend_red Sem aglomeração ok?
Eu vou no portão 8, e tu?"
Sun Sep 20 00:32:44 +0000 2020,"""weixuxu virou médico em 3 dias e vcs aí querendo estudar 6 anos"" 

foi asm q Luna me fez destir do curso."
Sun Sep 20 00:32:44 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:32:47 +0000 2020," @verenaviu: Como avaliar uma queixa tão prevalente como DOR DE CABEÇA na emergência: segue o fio 🧶

Antes de mais nada, estabelecer se h…"
Sun Sep 20 00:32:47 +0000 2020,"@SemEssaPh @Jauum2511 ninguém, jogar bisca e evitar aglomeração é uma coisa. Sair na rua se enfiando no meio de uma… ://t.co/UFfA7yJPag"
Sun Sep 20 00:32:48 +0000 2020,"QUARENTENA - DIA 188

eh amanhaaaaaaaa
a @_karolcampos_ fez do meu dia o melhor de todos af eu amo essa mulher"
Sun Sep 20 00:32:48 +0000 2020, @Oficialluizlima: Até quando o Rio de Janeiro vai ser refém da violência? É inaceitável que uma cidade grandiosa e com o potencial do RJ…
Sun Sep 20 00:32:48 +0000 2020, @g1rio: Média móvel de mortes por Covid-19 sobe pelo 2º dia seguido no RJ; número de casos ultrapassa 250 mil ://t.co/mIXGyO8FMT #G…
Sun Sep 20 00:32:48 +0000 2020, @rodpocket: só as vozes na minha cabeça já é uma aglomeração
Sun Sep 20 00:32:48 +0000 2020,"Acabou de publicar uma foto em São Gonçalo, Rio de Janeiro ://t.co/tQEm4Sa07K"
Sun Sep 20 00:32:48 +0000 2020,"dia 189 de quarentena 
hoje foi um dia ótimo"
Sun Sep 20 00:32:48 +0000 2020," @fravenriq: bem, passaram-se os 15 dias da contagem regresva desse áudio q bombou nos zaps cariocas... taí o resultado

vamo pegar uma…"
Sun Sep 20 00:32:49 +0000 2020, @avozdobral: #😷#Covid19: Bral tem 4.528.240 casos confirmados de pacientes com #coronavírus e 3.820.095 recuperados da doença. @mins…
Sun Sep 20 00:32:49 +0000 2020," @BTS_Noticee: [👑🧨] ㅁ ㅡ @BTS_twt ㅡ ㅁ

📇🚏Múcos mais tweetados durante os primeiros seis meses de quarentena (EUA):

‼️🔥 #1 BTS 🔥‼️

http…"
Sun Sep 20 00:32:50 +0000 2020,Em vez de me mandar mensagem o meu médico mandou mensagem pra meu pai..... Aí eu tenho que pegar o celular dele pra… ://t.co/EH09W7Vb9J
Sun Sep 20 00:32:52 +0000 2020, @blanchetheron: a bunda
Sun Sep 20 00:32:52 +0000 2020," @Metropoles: O Conass informou neste sábado (19/9) que o Bral acumula 136.532 mortes por Covid-19, doença causada pelo novo coronavíru…"
Sun Sep 20 00:32:52 +0000 2020,Não aguento mais esses flertes de quarentena é muito sofrimento ter que esperar 1 ano pra dar pra fulano
Sun Sep 20 00:32:52 +0000 2020," @jk_sara_: Se eu e a minha namorada vos provocamos azia ou enjoos procurem o vosso médico ou farmacêutico porque nós não vamos parar!
🤍"
Sun Sep 20 00:32:52 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:32:53 +0000 2020,"Conderem que a admissão é uma coisa e a promoção, outra. As admissões têm que ser feitas pelo Estado, sem a opo… ://t.co/Yg1ppoH6JC"
Sun Sep 20 00:32:53 +0000 2020,Engraçado vcs falarem q os números aumentou da covid 19 né @FoxSportsBral mais pq os hospitais de campanha estão… ://t.co/zQQ7vbLgew
Sun Sep 20 00:32:54 +0000 2020," @Irma_Zuleide: Sextou com S de Sem vacina pra sair e mesmo se tivesse, seria S de Sem dinheiro pra sair. Oremos!"
Sun Sep 20 00:32:54 +0000 2020,@theocrxins amg o médico falou que o meu cérebro é perfeito👁👄👁 a minha enxaqueca não passa nem com medicamentos méd… ://t.co/eUk8QEYaRU
Sun Sep 20 00:32:55 +0000 2020," @brpolitico: No total, País tem 136.532 óbitos pela doença, segundo os dados oficiais. #coronavirus 
://t.co/y9zPnLXGUF"
Sun Sep 20 00:32:55 +0000 2020," @haliaxes: kkkkkkkkkkkkkkkkk coragem gravar num supermercado errrr

mas desejando forças pra ela"
Sun Sep 20 00:32:56 +0000 2020,"@jadeliciabb mlr, metade dos casais que eu conheço ja terminaram nessa quarentena. fico nem chocada mais qnd fico sabendo akakak"
Sun Sep 20 00:32:57 +0000 2020,"Acabou de publicar uma foto em Tijuca, Rio De Janeiro, Brazil ://t.co/r1gp485gB1"
Sun Sep 20 00:32:57 +0000 2020," @erikakokay: Você sabia? 

Todos os braleiros usam o SUS, mesmo sem saber. O SUS não é só atendimento médico. É vigilância sanitária,…"
Sun Sep 20 00:32:58 +0000 2020," @gabychavessz_: pelo menos essa quarentena me fez evoluir. ✨✨🥰🥰✨✨

Evoluir vários problemas pcológicos"
Sun Sep 20 00:32:58 +0000 2020, @EllieGagarin: Os atores do arrowverse passando vergonha de diversas formas nessa quarentena e a Katie Mcgrath fazendo audiobook de livr…
Sun Sep 20 00:32:58 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:32:58 +0000 2020, @love_sunset_: sonhando com o primeiro role pós quarentena
Sun Sep 20 00:33:00 +0000 2020, @sapphodrosera: meu deus se os cientistas soubessem a vontade q eu to de beijar na boca a vacina saía amanhã
Sun Sep 20 00:33:01 +0000 2020,Pae tá off cheio de febre 💔🤦🏾‍♂️
Sun Sep 20 00:33:01 +0000 2020," @pintosdabruna: espirros -- não
mas quando eu espirro ficam a olhar tipo que sou criminosa"
Sun Sep 20 00:33:03 +0000 2020,@boazinhar bea você fura muito a quarentena.   (((((furo não
Sun Sep 20 00:33:03 +0000 2020,Mulher processa médico que usou o próprio esperma para fertilização nos EUA ://t.co/J5pQJW2Bin via @crescer
Sun Sep 20 00:33:03 +0000 2020," @papodefavelaofc: - Pode vim tranquilo pro Rio de Janeiro .

A vegetação do RJ ⬇️😂 ://t.co/dGzkroBSUC"
Sun Sep 20 00:33:04 +0000 2020," @FafahMb1: A vacina da Covid 19 deverá ser testada em todos os políticos. 
Se eles sobreviverem a vacina é segura, se não sobreviverem o…"
Sun Sep 20 00:33:04 +0000 2020," @sailor_giu: ✨ RECOMENDAÇÕES DE CUAS ANIMADOS ✨
uma das minhas coisas favoritas nessa quarentena tem do asstir curtinhas de animaç…"
Sun Sep 20 00:33:04 +0000 2020, @FatosEx: na minha cidade a quarentena acabou quem decidiu foi o povo mesmo
Sun Sep 20 00:33:05 +0000 2020,@schmidtrodrigo @dadourado Quem condena a Venezuela e lava as mãos por essas mortes em nome do capitalismo.
Sun Sep 20 00:33:05 +0000 2020,"oi, vou deixar esse tt fixado até a quarentena acabar 🤒"
Sun Sep 20 00:33:05 +0000 2020,@kcsprof Ontem eu tava dirigindo. Senti uma baita dor no peito que quase tive que encostar o carro. Hoje de manhã n… ://t.co/b97wCoJqVG
Sun Sep 20 00:33:05 +0000 2020,"a quarentena + ead me deixou num modo onde minha maior produtividade é a noite, com o lêncio no último e sem dist… ://t.co/BzKJbPH3Rc"
Sun Sep 20 00:33:06 +0000 2020," @LaisFariasS10: Com tanta balada no Rio de Janeiro o Príncipe de Taubaté tinha que ir para o Bairro de Fátima?
Que cara escroto e nojent…"
Sun Sep 20 00:33:07 +0000 2020, @ManuelaDavila: 🚨Vocês viram que nos próximos dias São Paulo receberá as primeiras 5 milhões de doses da vacina coronavac? Em Porto Aleg…
Sun Sep 20 00:33:07 +0000 2020, @PauloMartins10: Democracia Argentina. Bom dia.
Sun Sep 20 00:33:08 +0000 2020," @haliaxes: kkkkkkkkkkkkkkkkk coragem gravar num supermercado errrr

mas desejando forças pra ela"
Sun Sep 20 00:33:09 +0000 2020," @mayamultimarcas: QUEIMA DE ESTOQUEEEEEE, corre!!!!!!!! 💓

💵 Sandália linda, EXCLUSIVA por apenas R$ 99,99

💳 Aceitamos todos os cartões…"
Sun Sep 20 00:33:10 +0000 2020, @senadorhumberto: Quem devia dar o exemplo para o resto do país promove aglomeração e nem máscara usa ://t.co/w4ebFVTopq
Sun Sep 20 00:33:11 +0000 2020,Marrone sentado no sofá parece q tá esperando ser chamado p uma consulta
Sun Sep 20 00:33:11 +0000 2020,"@jornaldarecord @recordtvoficial Aqui no Rio de Janeiro tá tudo Dominado.  """
Sun Sep 20 00:33:13 +0000 2020," @pefabiodemelo: Tão logo revelei ser o pai de Kim Taehyung, a imprensa começou a buscar registros fotográficos. Este é de um momento tri…"
Sun Sep 20 00:33:13 +0000 2020," @luizacaires3: Nós: ""Pipipi popopó do linfócito, proteína spike, e a vacina de mRNA, , R0 num sei das quantas""

O pessoal: ://t.c…"
Sun Sep 20 00:33:13 +0000 2020, @MVPbrvnx: amor pq sua buceta tá chorando? isso não é normal... melhor procurar um médico
Sun Sep 20 00:33:13 +0000 2020, @forumpandlr: 🚨 NBC confirma a presença de Cardi B e Myke Towers na performance de “Me Gusta” no programa de Jimmy Fallon. A apresentaçã…
Sun Sep 20 00:33:15 +0000 2020,"Acabou de publicar uma foto em São Gonçalo, Rio de Janeiro ://t.co/2F84nqNTuc"
Sun Sep 20 00:33:16 +0000 2020,Eu fiz mala pra 15 dias 🗣️
Sun Sep 20 00:33:17 +0000 2020,"Uma coisa que eu percebi nessa quarentena, eu passo o dia inteiro sem falar com ninguém, troco umas duas palavras com a minha mãe e só"
Sun Sep 20 00:33:17 +0000 2020,Inesperada boa decisão.
Sun Sep 20 00:33:18 +0000 2020,"@RicardoRathsam @marcelomedici @DanielMarano Nao é febre nao. Parece, mas nao é..."
Sun Sep 20 00:33:18 +0000 2020,@corredorironico Eita a quarentena.... (tô só pensando no lance do doping que a Veronica falou  em um podcast...)
Sun Sep 20 00:33:19 +0000 2020," @Bob_Fernandes: @SergiusAugustus Bolsonaro, 
“O homem que queimou o Bral”, e Trump: “Os dois campeões mundiais de mortes pela covid bi…"
Sun Sep 20 00:33:19 +0000 2020," @pefabiodemelo: Tão logo revelei ser o pai de Kim Taehyung, a imprensa começou a buscar registros fotográficos. Este é de um momento tri…"
Sun Sep 20 00:33:19 +0000 2020,"O Estado de Santa Catarina confirmou mais 8 mortes hoje, sábado (19/09). São 2.635 mortes no estado, e 135.894 no B… ://t.co/hsn7K6jWcb"
Sun Sep 20 00:33:20 +0000 2020," @SergioG82743147: RODRIGO MAIA, O ESQUERDISTA ENRUSTIDO, ENVERGONHADO, DESAVERGONHADO E ENROLADO, CRITICOU A ILUSTRE VISITA AO BRASIL, D…"
Sun Sep 20 00:33:20 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:33:21 +0000 2020,"quarentena me mostrou que 80% das minhas amizades não se sustentam sem droga, mas dboa melhor asm"
Sun Sep 20 00:33:21 +0000 2020, @Linatofolario: Três semanas de praias lotadas e o número de infectados está despencando. Eleições funcionam melhor que vacina..
Sun Sep 20 00:33:21 +0000 2020, @livia__alvesss: Eu e minha amiga começamos uma lojinha virtual na quarentena e vocês devem saber como é difícil começar nesse meio. Aqu…
Sun Sep 20 00:33:21 +0000 2020,que ódio a quarentena deixou minha personalidade directioner como a dominante novamente oq fazer agora
Sun Sep 20 00:33:21 +0000 2020," @SamPancher: Coincidência ou não, a @CNNBral antecipou na sexta-feira que cerca de 50 depoimentos foram marcados pela PF no inquérito…"
Sun Sep 20 00:33:22 +0000 2020," @contagemcorona1: Boletim ATUALIZADO #COVID19 no Bral

Fonte: Secretarias de Saúde dos Estados (CONASS) 
Data: 19/09
(Atualizado às 18…"
Sun Sep 20 00:33:22 +0000 2020,vi tanta gente q teve um glow up na quarentena e eu to  a msm bosta
Sun Sep 20 00:33:22 +0000 2020, @iane_menezes: Família Marinho contrata a ex primeira dama  do Estado do Rio de Janeiro Adriana Ancelmo para regularizar obras denunciad…
Sun Sep 20 00:33:22 +0000 2020,Posta coisas asm nos status do whats e milita sobre a quarentena no twitter... ://t.co/kHzUDyRfkF
Sun Sep 20 00:33:22 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:33:24 +0000 2020," @tovelojk: (??) dia de quarentena, fiz o filho do jimin e jungkook ://t.co/v4m5wUzPQE"
Sun Sep 20 00:33:24 +0000 2020,"Cordão pingente em rena 
Whatsapp 
21981644183
Enviamos p todo o Bral em Rio de Janeiro, Rio de Janeiro ://t.co/M0KCpoi0i2"
Sun Sep 20 00:33:25 +0000 2020,@kacinhafelix12 mds n fala isso a vacina tem q sair antes😫
Sun Sep 20 00:33:26 +0000 2020," @marcusPITTERnew: RODRIGO MAIA, O ESQUERDISTA ENRUSTIDO, ENVERGONHADO, DESAVERGONHADO E ENROLADO, CRITICOU A ILUSTRE VISITA AO BRASIL, D…"
Sun Sep 20 00:33:26 +0000 2020,"@099XUXI A consulta, vou te internar"
Sun Sep 20 00:33:26 +0000 2020," @elikatakimoto: A área queimada do Pantanal é maior do que dez vezes a área de São Paulo e Rio de Janeiro juntos.

A culpa é dele m. É…"
Sun Sep 20 00:33:26 +0000 2020," @redeaprizion: Bral tem 136.532 mortes por coronavírus, diz Ministério da Saúde ://t.co/CoouYSrG7l"
Sun Sep 20 00:33:27 +0000 2020,"Exposed no mei grupo amongs passando pano pra furador de quarentena. Atenção especial ao @DanielDOliver98 , me dece… ://t.co/Io67x65Gvb"
Sun Sep 20 00:33:28 +0000 2020," @g1: O Bral tem 136.565 mortes e 4.528.347 casos de coronavírus confirmados até as 20h deste sábado (19), segundo o consórcio de veícu…"
Sun Sep 20 00:33:28 +0000 2020,@caralho_ratinho A quarentena acabou 100% com qualquer pique que eu poderia ter
Sun Sep 20 00:33:28 +0000 2020,No começo da quarentena estava difícil a abstinência mas hoje notei que me adaei 100% a esse estilo de vida celib… ://t.co/Y7PTffpJ1R
Sun Sep 20 00:33:30 +0000 2020,Eu tô gostando de ficar na casa da minh família durante a quarentena mas é tão esquito quando eu penso no meu apa… ://t.co/nLecjPjqnj
Sun Sep 20 00:33:30 +0000 2020," @Star_Dreamer19: Eu fiz um progresso tão grande em 2 anos  e a quarentena tá acabando com ele juro , ano q vem vai ser um verdadeiro inf…"
Sun Sep 20 00:33:30 +0000 2020, @gabrielthomarx: @caralho_ratinho A quarentena acabou 100% com qualquer pique que eu poderia ter
Sun Sep 20 00:33:30 +0000 2020, @portaldaband: Volta da torcida aos estádios é autorizada pela Prefeitura do Rio de Janeiro ://t.co/LXQSkKIuqp ://t.co/PL6QLck…
Sun Sep 20 00:33:30 +0000 2020, @Linatofolario: Três semanas de praias lotadas e o número de infectados está despencando. Eleições funcionam melhor que vacina..
Sun Sep 20 00:33:30 +0000 2020,@Iazaru Você é da onde ? A gente podia ir pra algum rolê quando a vacina chegar
Sun Sep 20 00:33:32 +0000 2020,Bral ultrapassa 136 mil mortes e tem 739 novos óbitos por Covid-19 em 24 h ://t.co/YqsMdS3yGI ://t.co/mwDkMiUsJy
Sun Sep 20 00:33:32 +0000 2020,prevejo gripe dps de todo esse vento que tomei de graça
Sun Sep 20 00:33:34 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:33:34 +0000 2020, @Cecillia: PMERJ cancelou 5 contratos para manutenção de veículos após descobrir - em notícia da @folha - que as empresas que a corporaç…
Sun Sep 20 00:33:34 +0000 2020," @marcusPITTERnew: RODRIGO MAIA, O ESQUERDISTA ENRUSTIDO, ENVERGONHADO, DESAVERGONHADO E ENROLADO, CRITICOU A ILUSTRE VISITA AO BRASIL, D…"
Sun Sep 20 00:33:35 +0000 2020,gente por favor parem de namorar na quarentena
Sun Sep 20 00:33:35 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:33:35 +0000 2020," @Poder360: Bral registra mais 739 mortes por covid-19 e total chega a 136.532

://t.co/RZgKhD9SXC"
Sun Sep 20 00:33:36 +0000 2020," @thirtexnthwho: cw plmdds faz um reality, coloca os atores de vancouver numa casa em quarentena juntos que vai bombar"
Sun Sep 20 00:33:36 +0000 2020," @peludograndene: Quarentena deu vontade de me mostrar ,gostei dessa foto..... ://t.co/tRWBdp78QE"
Sun Sep 20 00:33:38 +0000 2020," @itimaliasof: O dono de um pequeno mercado dá comida a cachorros de rua durante a quarentena.

Eles esperam anosamente que o bondoso h…"
Sun Sep 20 00:33:38 +0000 2020,"Bral chega a 136.565 mortes por Covid e passa de 4,5 milhões de casos | Coronavírus | G1 ://t.co/YfJUXKXFC0"
Sun Sep 20 00:33:38 +0000 2020," @espetaculared: manaus tá asm tem uns dois meses

agora q tá chegando em sp e rio talvez comecem a se importar"
Sun Sep 20 00:33:38 +0000 2020,"Nome: Matheus
Sexo: Caminhão vrum vruuum 😈
Estado: Rio de Janeiro
Animal favorito: Cachorro
Parte de dia: Tarde
Sig… ://t.co/yKTeVzKOSs"
Sun Sep 20 00:33:39 +0000 2020,saía hoje msm
Sun Sep 20 00:33:40 +0000 2020," @erikakokay: Você sabia? 

Todos os braleiros usam o SUS, mesmo sem saber. O SUS não é só atendimento médico. É vigilância sanitária,…"
Sun Sep 20 00:33:40 +0000 2020, @crfccamis: Prevejo um monte de gente q fura a quarentena pra ir na praia militando sobre público nos estádios pra ganhar likess
Sun Sep 20 00:33:41 +0000 2020," @bibliavascaina: E o Felipe Bastos não vai ser titular, o milagre é tanto que está caindo O MUNDO no Rio de Janeiro. Olha essa chuva"
Sun Sep 20 00:33:42 +0000 2020," @mavncaIore: não estou lendo nada, não estou estudando, não estou vendo série, não congo fzr nenhuma das coisas que eu gosto quem dirá…"
Sun Sep 20 00:33:42 +0000 2020, @airebeccaa: a tensao sexual entre qualquer vacina duvidosa e a minha corrente sanguinea
Sun Sep 20 00:33:43 +0000 2020, @MVPbrvnx: amor pq sua buceta tá chorando? isso não é normal... melhor procurar um médico
Sun Sep 20 00:33:44 +0000 2020,Minha tia falando do médico dela cmg falou o nome quase soltei: haaa tlg já peguei a filha dele
Sun Sep 20 00:33:45 +0000 2020,"poππa Dinho, tu quer gastar tuas sete vidas mesmo né?!"
Sun Sep 20 00:33:45 +0000 2020,N aguento mais essa quarentena.
Sun Sep 20 00:33:46 +0000 2020," @mavncaIore: não estou lendo nada, não estou estudando, não estou vendo série, não congo fzr nenhuma das coisas que eu gosto quem dirá…"
Sun Sep 20 00:33:46 +0000 2020," @itimaliasof: O dono de um pequeno mercado dá comida a cachorros de rua durante a quarentena.

Eles esperam anosamente que o bondoso h…"
Sun Sep 20 00:33:46 +0000 2020,"ainda bem q o médico não passou pulsão venosa, ia morrer naquele hospital 😭"
Sun Sep 20 00:33:46 +0000 2020," @bslvra: Tem ""gente"" ali falando que ""futebol voltou no mundo todo"" e pq aqui não deveria também né

Pq será 🤔 de repente são as mil mor…"
Sun Sep 20 00:33:47 +0000 2020, @greysdaabad: Eu na quarentena ://t.co/NGsMf69mwO
Sun Sep 20 00:33:48 +0000 2020,"A Mirella foi no médico mesmo?
#AFazenda12"
Sun Sep 20 00:33:49 +0000 2020, @g1: Ministério Público de SC pede que resort de Florianópolis seja proibido de fazer eventos com aglomeração após show com Dinho Ouro P…
Sun Sep 20 00:33:50 +0000 2020," @YahooBr: Covid-19: Bral tem 136.532 mortes e 4.528.240 casos confirmados, dizem secretarias de Saúde ://t.co/cZydj0Atj0"
Sun Sep 20 00:33:50 +0000 2020, @senadorhumberto: Quem devia dar o exemplo para o resto do país promove aglomeração e nem máscara usa ://t.co/w4ebFVTopq
Sun Sep 20 00:33:50 +0000 2020, @esmaelmorais: Bral ultrapassa 136 mil mortes e tem 739 novos óbitos por Covid-19 em 24 h ://t.co/YqsMdS3yGI ://t.co/mwDkMiU…
Sun Sep 20 00:33:51 +0000 2020,@alexandrekalil Na hora de fazer Carnaval faz né? A quarentena foi um erro.
Sun Sep 20 00:33:51 +0000 2020,"Adoro esse conceito de respeitar a quarentena e dizer q tá saindo pra se exercitar, mas na vdd tá juntando 20 pessoas pra ir caminhar"
Sun Sep 20 00:33:51 +0000 2020,To querendo taca fodase pra quarentena tbm todo mundo ja ta poco se fundo msm
Sun Sep 20 00:33:51 +0000 2020," @Barbie__trem: eu nem gosto de salto, mas tá a minha caraaaa🥺 ://t.co/QX8IE0hy71"
Sun Sep 20 00:33:51 +0000 2020,"muito ruim ver essas coisas e não ter dinheiro pra comprar, que ódio. kkkkkkk"
Sun Sep 20 00:33:52 +0000 2020," @ouapaixonado: sabadou com s de 

só quero a vacina"
Sun Sep 20 00:33:52 +0000 2020, @blanchetheron: a bunda
Sun Sep 20 00:33:53 +0000 2020, @SambasDaSapucai: O tipo de aglomeração que eu gosto😍 ://t.co/DGLzbGBVUu
Sun Sep 20 00:33:54 +0000 2020,Se eu aparecer grávida nessa quarentena já sabem.... comecem uma religião
Sun Sep 20 00:33:55 +0000 2020,@JotaInfo @minsaude você conhece algum te que tenha mortes por cidade?
